url,path,clicks_7d,impressions_7d,ctr_7d,position_7d
https://www.kashitaxi.in/en/services/kashi-vishwanath-temple-dress-code-rules,/en/services/kashi-vishwanath-temple-dress-code-rules,10,857,0.012,5.6
https://www.kashitaxi.in/en/sarnath-attractions-guide,/en/sarnath-attractions-guide,10,733,0.013999999999999999,7.4
https://www.kashitaxi.in/en/services/dharamshala-near-kashi-vishwanath-temple-varanasi,/en/services/dharamshala-near-kashi-vishwanath-temple-varanasi,10,673,0.015,8.3
https://www.kashitaxi.in/hi/dashashwamedh-ghat-ganga-aarti-timing,/hi/dashashwamedh-ghat-ganga-aarti-timing,9,2554,0.004,8.9
https://www.kashitaxi.in/en/dussehra-ravana-dahan-varanasi,/en/dussehra-ravana-dahan-varanasi,9,1969,0.005,6.7
https://www.kashitaxi.in/hi/varanasi-day-tour-cab-charges,/hi/varanasi-day-tour-cab-charges,9,974,0.009000000000000001,6.8
https://www.kashitaxi.in/en/trikon-parikrama-vindhyachal-complete-guide,/en/trikon-parikrama-vindhyachal-complete-guide,9,499,0.018000000000000002,4.8
https://www.kashitaxi.in/en/city/varanasi/sightseeing/namo-ghat-varanasi,/en/city/varanasi/sightseeing/namo-ghat-varanasi,8,1986,0.004,7.2
https://www.kashitaxi.in/en/guide-to-10-most-important-ghats-of-varanasi,/en/guide-to-10-most-important-ghats-of-varanasi,8,1317,0.006,7.8
https://www.kashitaxi.in/en/city/varanasi/taxi/varanasi-airport-to-mughalsarai-taxi,/en/city/varanasi/taxi/varanasi-airport-to-mughalsarai-taxi,8,1034,0.008,6.9
https://www.kashitaxi.in/hi/pisach-mochan-kund-narayan-nag-bali-varanasi,/hi/pisach-mochan-kund-narayan-nag-bali-varanasi,8,455,0.018000000000000002,7.4
https://www.kashitaxi.in/hi/best-time-to-visit-varanasi,/hi/best-time-to-visit-varanasi,7,1493,0.005,7.7
https://www.kashitaxi.in/en/varanasi-airport-taxi-price-guide,/en/varanasi-airport-taxi-price-guide,7,411,0.017,12.3
https://www.kashitaxi.in/en/ganga-mahotsav-2026-classical-festival-varanasi,/en/ganga-mahotsav-2026-classical-festival-varanasi,7,321,0.022000000000000002,5.7
https://www.kashitaxi.in/en/varanasi-to-ayodhya-tempo-traveller,/en/varanasi-to-ayodhya-tempo-traveller,7,136,0.051,5.2
https://www.kashitaxi.in/en/ultimate-guide-ramlila-dussehra-varanasi-2026,/en/ultimate-guide-ramlila-dussehra-varanasi-2026,6,980,0.006,4.7
https://www.kashitaxi.in/en/services/varanasi-ayodhya-prayagraj-pilgrimage-taxi,/en/services/varanasi-ayodhya-prayagraj-pilgrimage-taxi,6,598,0.01,9.4
https://www.kashitaxi.in/hi/services/kashi-vishwanath-vip-darshan-booking,/hi/services/kashi-vishwanath-vip-darshan-booking,6,471,0.013000000000000001,7.1
https://www.kashitaxi.in/en/evening-boat-ride-varanasi-ganga-aarti,/en/evening-boat-ride-varanasi-ganga-aarti,6,314,0.019,8.5
https://www.kashitaxi.in/en/varanasi-to-ayodhya-taxi,/en/varanasi-to-ayodhya-taxi,5,1355,0.004,8.3
https://www.kashitaxi.in/en/city/varanasi/taxi/varanasi-airport-to-banaras-railway-station-taxi,/en/city/varanasi/taxi/varanasi-airport-to-banaras-railway-station-taxi,5,1253,0.004,6.8
https://www.kashitaxi.in/en/varanasi-in-december-2026,/en/varanasi-in-december-2026,5,1109,0.005,6.1
https://www.kashitaxi.in/hi/city/varanasi/activities/ganga-aarti-samay-varanasi-2026,/hi/city/varanasi/activities/ganga-aarti-samay-varanasi-2026,5,1061,0.005,10.6
https://www.kashitaxi.in/en/is-varanasi-safe-for-solo-female-travellers,/en/is-varanasi-safe-for-solo-female-travellers,5,928,0.005,4.4
https://www.kashitaxi.in/en/varanasi-in-november-2026-insider-guide,/en/varanasi-in-november-2026-insider-guide,5,774,0.006,5.7
https://www.kashitaxi.in/en/city/nepal/taxi/varanasi-to-nepal-taxi,/en/city/nepal/taxi/varanasi-to-nepal-taxi,5,739,0.006999999999999999,3.5
https://www.kashitaxi.in/en/varanasi-to-prayagraj-taxi,/en/varanasi-to-prayagraj-taxi,5,237,0.021,9.4
https://www.kashitaxi.in/en/city/varanasi/events/mahindra-kabira-festival-2026-varanasi,/en/city/varanasi/events/mahindra-kabira-festival-2026-varanasi,5,233,0.021,6.5
https://www.kashitaxi.in/hi/packages/lolark-shashti-darshan-package-varanasi,/hi/packages/lolark-shashti-darshan-package-varanasi,4,648,0.006,7.0
https://www.kashitaxi.in/hi/varanasi-to-ayodhya-taxi,/hi/varanasi-to-ayodhya-taxi,4,601,0.006999999999999999,7.9
https://www.kashitaxi.in/en/city/varanasi/taxi/taxi-service-varanasi-cantt-station,/en/city/varanasi/taxi/taxi-service-varanasi-cantt-station,4,485,0.008,6.7
https://www.kashitaxi.in/en/city/varanasi/taxi/varanasi-railway-station-taxi-service,/en/city/varanasi/taxi/varanasi-railway-station-taxi-service,4,468,0.009000000000000001,6.0
https://www.kashitaxi.in/en/navratri-pilgrimage-vindhyachal-from-varanasi-guide,/en/navratri-pilgrimage-vindhyachal-from-varanasi-guide,4,449,0.009000000000000001,8.3
https://www.kashitaxi.in/en/sarnath-buddhist-temple-guide,/en/sarnath-buddhist-temple-guide,4,446,0.009000000000000001,6.0
https://www.kashitaxi.in/hi/what-to-wear-in-varanasi,/hi/what-to-wear-in-varanasi,4,418,0.01,6.2
https://www.kashitaxi.in/hi/city/varanasi/sightseeing/namo-ghat-varanasi,/hi/city/varanasi/sightseeing/namo-ghat-varanasi,4,346,0.012,7.5
https://www.kashitaxi.in/en/services/varanasi-airport-to-city-cab,/en/services/varanasi-airport-to-city-cab,4,334,0.012,7.4
https://www.kashitaxi.in/hi/sawan-somwar-kashi-vishwanath-darshan-guide-2026,/hi/sawan-somwar-kashi-vishwanath-darshan-guide-2026,4,332,0.012,7.4
https://www.kashitaxi.in/en/nag-nathaiya-festival-varanasi-2026,/en/nag-nathaiya-festival-varanasi-2026,4,251,0.016,6.0
https://www.kashitaxi.in/hi/shradh-tarpan-tulsi-ghat-varanasi-guide,/hi/shradh-tarpan-tulsi-ghat-varanasi-guide,4,169,0.024,6.4
https://www.kashitaxi.in/en/shradh-tarpan-tulsi-ghat-varanasi-guide,/en/shradh-tarpan-tulsi-ghat-varanasi-guide,4,163,0.025,5.9
https://www.kashitaxi.in/en/senior-citizen-varanasi-tour-package,/en/senior-citizen-varanasi-tour-package,4,150,0.027000000000000003,7.0
https://www.kashitaxi.in/en/varanasi-travel-agent,/en/varanasi-travel-agent,4,145,0.027999999999999997,14.2
https://www.kashitaxi.in/en/dev-deepawali-best-viewing-spots-varanasi,/en/dev-deepawali-best-viewing-spots-varanasi,4,80,0.05,6.8
https://www.kashitaxi.in/en/varanasi-group-tour-package,/en/varanasi-group-tour-package,4,66,0.061,9.5
https://www.kashitaxi.in/pink-taxi-varanasi,/pink-taxi-varanasi,4,57,0.07,9.6
https://www.kashitaxi.in/en/city/varanasi/taxi/varanasi-to-ayodhya-taxi-fare,/en/city/varanasi/taxi/varanasi-to-ayodhya-taxi-fare,4,46,0.087,10.7
https://www.kashitaxi.in/en/dev-deepawali-2026-varanasi-ultimate-guide,/en/dev-deepawali-2026-varanasi-ultimate-guide,3,1586,0.002,8.6
https://www.kashitaxi.in/en/how-many-days-in-varanasi,/en/how-many-days-in-varanasi,3,1190,0.003,5.7
https://www.kashitaxi.in/en/city/varanasi/food/malaiyo-varanasi-guide,/en/city/varanasi/food/malaiyo-varanasi-guide,3,1025,0.003,5.8
https://www.kashitaxi.in/en/ashoka-pillar-sarnath-guide,/en/ashoka-pillar-sarnath-guide,3,625,0.005,9.3
https://www.kashitaxi.in/en/city/varanasi/tour-packages/pind-daan-gaya-service-varanasi,/en/city/varanasi/tour-packages/pind-daan-gaya-service-varanasi,3,565,0.005,9.3
https://www.kashitaxi.in/hi,/hi,3,378,0.008,8.4
https://www.kashitaxi.in/hi/city/varanasi/taxi/varanasi-airport-to-varanasi-junction-taxi,/hi/city/varanasi/taxi/varanasi-airport-to-varanasi-junction-taxi,3,351,0.009000000000000001,5.4
https://www.kashitaxi.in/hi/city/kathmandu/taxi/varanasi-to-kathmandu-taxi,/hi/city/kathmandu/taxi/varanasi-to-kathmandu-taxi,3,347,0.009000000000000001,8.5
https://www.kashitaxi.in/en/city/varanasi/taxi/varanasi-to-sarnath-taxi,/en/city/varanasi/taxi/varanasi-to-sarnath-taxi,3,308,0.01,5.6
https://www.kashitaxi.in/hi/tempo-traveller-rates-varanasi,/hi/tempo-traveller-rates-varanasi,3,283,0.011000000000000001,6.6
https://www.kashitaxi.in/en/city/ayodhya/taxi/ayodhya-to-varanasi-taxi,/en/city/ayodhya/taxi/ayodhya-to-varanasi-taxi,3,266,0.011000000000000001,7.9
https://www.kashitaxi.in/hi/services/dharamshala-near-kashi-vishwanath-temple-varanasi,/hi/services/dharamshala-near-kashi-vishwanath-temple-varanasi,3,202,0.015,7.5
https://www.kashitaxi.in/en/varanasi-to-bodhgaya-taxi-cost,/en/varanasi-to-bodhgaya-taxi-cost,3,197,0.015,5.9
https://www.kashitaxi.in/hi/kashi-gaya-prayag-pind-daan-tour,/hi/kashi-gaya-prayag-pind-daan-tour,3,184,0.016,7.5
https://www.kashitaxi.in/en/services/varanasi-full-day-city-tour-winter-2026,/en/services/varanasi-full-day-city-tour-winter-2026,3,134,0.022000000000000002,8.5
https://www.kashitaxi.in/en/tempo-traveller-rates-varanasi,/en/tempo-traveller-rates-varanasi,3,133,0.023,8.8
https://www.kashitaxi.in/en/dev-deepawali-boat-ride-pricing-guide-2026,/en/dev-deepawali-boat-ride-pricing-guide-2026,3,107,0.027999999999999997,9.0
https://www.kashitaxi.in/en/city/varanasi/taxi/varanasi-city-tour-cab,/en/city/varanasi/taxi/varanasi-city-tour-cab,3,96,0.031,6.3
https://www.kashitaxi.in/en/is-varanasi-worth-visiting,/en/is-varanasi-worth-visiting,3,88,0.034,5.4
https://www.kashitaxi.in/en/bus/kashi-rameshwaram-twin-jyotirlinga-yatra,/en/bus/kashi-rameshwaram-twin-jyotirlinga-yatra,3,74,0.040999999999999995,10.8
https://www.kashitaxi.in/en/contact,/en/contact,3,61,0.049,7.9
https://www.kashitaxi.in/en/bus/kashi-prayagraj-ayodhya-south,/en/bus/kashi-prayagraj-ayodhya-south,3,51,0.059000000000000004,19.7
https://www.kashitaxi.in/hi/city/varanasi/activities/84-ghat-naav-tour-varanasi,/hi/city/varanasi/activities/84-ghat-naav-tour-varanasi,2,992,0.002,7.9
https://www.kashitaxi.in/en/kashi-vishwanath-shivaratri-crowd-survival-guide,/en/kashi-vishwanath-shivaratri-crowd-survival-guide,2,692,0.003,6.9
https://www.kashitaxi.in/en/how-to-reach-varanasi,/en/how-to-reach-varanasi,2,577,0.003,9.2
https://www.kashitaxi.in/en/city/varanasi/taxi/varanasi-airport-to-manikarnika-taxi,/en/city/varanasi/taxi/varanasi-airport-to-manikarnika-taxi,2,526,0.004,7.0
https://www.kashitaxi.in/en/force-urbania-hire-varanasi,/en/force-urbania-hire-varanasi,2,495,0.004,2.4
https://www.kashitaxi.in/en/city/kathmandu/taxi/varanasi-to-kathmandu-taxi,/en/city/kathmandu/taxi/varanasi-to-kathmandu-taxi,2,414,0.005,7.6
https://www.kashitaxi.in/en/varanasi-airport-taxi-guide,/en/varanasi-airport-taxi-guide,2,350,0.006,10.9
https://www.kashitaxi.in/hi/city/varanasi/taxi/taxi-service-varanasi-cantt-station,/hi/city/varanasi/taxi/taxi-service-varanasi-cantt-station,2,338,0.006,8.2
https://www.kashitaxi.in/en/city/varanasi/taxi/varanasi-airport-to-varanasi-city-station-taxi,/en/city/varanasi/taxi/varanasi-airport-to-varanasi-city-station-taxi,2,333,0.006,7.1
https://www.kashitaxi.in/en/city/varanasi/events/mauni-amavasya-ganga-snan-varanasi-2026,/en/city/varanasi/events/mauni-amavasya-ganga-snan-varanasi-2026,2,329,0.006,6.6
https://www.kashitaxi.in/en/dev-deepawali-crowd-survival-guide-varanasi,/en/dev-deepawali-crowd-survival-guide-varanasi,2,286,0.006999999999999999,5.1
https://www.kashitaxi.in/en/city/naimisharanya/taxi/varanasi-to-naimisharanya-taxi,/en/city/naimisharanya/taxi/varanasi-to-naimisharanya-taxi,2,270,0.006999999999999999,5.3
https://www.kashitaxi.in/en/assi-ghat-to-airport-taxi,/en/assi-ghat-to-airport-taxi,2,262,0.008,6.7
https://www.kashitaxi.in/en/prayagraj-ayodhya-chitrakoot-tempo-traveller-circuit,/en/prayagraj-ayodhya-chitrakoot-tempo-traveller-circuit,2,223,0.009000000000000001,6.8
https://www.kashitaxi.in/en/navratri-in-vindhyachal-practical-guide,/en/navratri-in-vindhyachal-practical-guide,2,200,0.01,5.5
https://www.kashitaxi.in/hi/varanasi-to-prayagraj-taxi,/hi/varanasi-to-prayagraj-taxi,2,169,0.012,7.9
https://www.kashitaxi.in/hi/city/varanasi/taxi/varanasi-to-sarnath-taxi,/hi/city/varanasi/taxi/varanasi-to-sarnath-taxi,2,165,0.012,5.4
https://www.kashitaxi.in/en/city/gaya/taxi/gaya-to-varanasi-taxi,/en/city/gaya/taxi/gaya-to-varanasi-taxi,2,153,0.013000000000000001,11.3
https://www.kashitaxi.in/hi/morning-boat-ride-varanasi-price,/hi/morning-boat-ride-varanasi-price,2,148,0.013999999999999999,8.8
https://www.kashitaxi.in/en/ayodhya-varanasi-prayagraj-group-tour-package,/en/ayodhya-varanasi-prayagraj-group-tour-package,2,136,0.015,21.0
https://www.kashitaxi.in/hi/varanasi-to-naimisharanya-tempo-traveller,/hi/varanasi-to-naimisharanya-tempo-traveller,2,130,0.015,5.9
https://www.kashitaxi.in/en/12-seater-tempo-traveller-varanasi,/en/12-seater-tempo-traveller-varanasi,2,117,0.017,7.2
https://www.kashitaxi.in/hi/services/kashi-vishwanath-temple-dress-code-rules,/hi/services/kashi-vishwanath-temple-dress-code-rules,2,102,0.02,7.4
https://www.kashitaxi.in/en/city/varanasi/taxi/varanasi-airport-to-ballia-taxi,/en/city/varanasi/taxi/varanasi-airport-to-ballia-taxi,2,96,0.021,6.4
https://www.kashitaxi.in/en/city/varanasi/taxi/taj-ganges-varanasi-taxi-service,/en/city/varanasi/taxi/taj-ganges-varanasi-taxi-service,2,93,0.022000000000000002,7.5
https://www.kashitaxi.in/kasi-tour-package,/kasi-tour-package,2,90,0.022000000000000002,7.4
https://www.kashitaxi.in/en/pisach-mochan-kund-narayan-nag-bali-varanasi,/en/pisach-mochan-kund-narayan-nag-bali-varanasi,2,76,0.026000000000000002,6.9
https://www.kashitaxi.in/en/varanasi-to-vindhyachal-itinerary,/en/varanasi-to-vindhyachal-itinerary,2,75,0.027000000000000003,17.5
https://www.kashitaxi.in/en/17-seater-tempo-traveller-varanasi,/en/17-seater-tempo-traveller-varanasi,2,69,0.028999999999999998,6.9
https://www.kashitaxi.in/en/services/kashi-vishwanath-vip-darshan-booking,/en/services/kashi-vishwanath-vip-darshan-booking,2,57,0.035,12.3
https://www.kashitaxi.in/en/services/varanasi-government-approved-guide,/en/services/varanasi-government-approved-guide,2,49,0.040999999999999995,7.4
https://www.kashitaxi.in/hi/city/varanasi/taxi/varanasi-to-ghazipur-taxi-fare,/hi/city/varanasi/taxi/varanasi-to-ghazipur-taxi-fare,2,42,0.048,9.6
https://www.kashitaxi.in/hi/city/varanasi/taxi/lucknow-to-varanasi-taxi-fare,/hi/city/varanasi/taxi/lucknow-to-varanasi-taxi-fare,2,40,0.05,14.5
https://www.kashitaxi.in/en/varanasi-to-ayodhya-12-seater-tempo-traveller,/en/varanasi-to-ayodhya-12-seater-tempo-traveller,2,36,0.055999999999999994,7.1
https://www.kashitaxi.in/en/varanasi-to-prayagraj-tempo-traveller,/en/varanasi-to-prayagraj-tempo-traveller,2,35,0.057,7.3
https://www.kashitaxi.in/en/9-vs-12-vs-17-seater-tempo-traveller-varanasi,/en/9-vs-12-vs-17-seater-tempo-traveller-varanasi,2,33,0.061,8.9
https://www.kashitaxi.in/hi/city/varanasi/events/kashi-tamil-sangamam-2026-varanasi,/hi/city/varanasi/events/kashi-tamil-sangamam-2026-varanasi,2,14,0.14300000000000002,2.5
https://www.kashitaxi.in/en/varanasi-sightseeing-complete-guide,/en/varanasi-sightseeing-complete-guide,1,701,0.001,9.4
https://www.kashitaxi.in/en/services/kashi-vishwanath-aarti-timings-booking,/en/services/kashi-vishwanath-aarti-timings-booking,1,567,0.002,9.4
https://www.kashitaxi.in/en/kashi-vs-varanasi-vs-banaras,/en/kashi-vs-varanasi-vs-banaras,1,550,0.002,8.7
https://www.kashitaxi.in/en/city/varanasi/sightseeing/dashashwamedh-ghat-boat-ride-ganga-aarti-guide,/en/city/varanasi/sightseeing/dashashwamedh-ghat-boat-ride-ganga-aarti-guide,1,519,0.002,13.0
https://www.kashitaxi.in/en/city/varanasi/taxi/taxi-service-in-sigra-varanasi,/en/city/varanasi/taxi/taxi-service-in-sigra-varanasi,1,511,0.002,6.4
https://www.kashitaxi.in/hi/tourist-spots-varanasi,/hi/tourist-spots-varanasi,1,500,0.002,9.0
https://www.kashitaxi.in/en/services/dharamshala-near-varanasi-railway-station,/en/services/dharamshala-near-varanasi-railway-station,1,420,0.002,10.8
https://www.kashitaxi.in/en,/en,1,419,0.002,22.0
https://www.kashitaxi.in/en/city/varanasi/activities/ganga-aarti-timing-varanasi-2026,/en/city/varanasi/activities/ganga-aarti-timing-varanasi-2026,1,376,0.003,15.5
https://www.kashitaxi.in/en/city/varanasi/activities/84-ghats-boat-tour-varanasi,/en/city/varanasi/activities/84-ghats-boat-tour-varanasi,1,310,0.003,8.1
https://www.kashitaxi.in/hi/city/varanasi/sightseeing/kashi-vishwanath-mandir-ganga-aarti-yatra-2026,/hi/city/varanasi/sightseeing/kashi-vishwanath-mandir-ganga-aarti-yatra-2026,1,309,0.003,9.6
https://www.kashitaxi.in/en/city/varanasi/events/chhath-puja-2026-varanasi-guide,/en/city/varanasi/events/chhath-puja-2026-varanasi-guide,1,298,0.003,7.5
https://www.kashitaxi.in/en/packages/lolark-shashti-darshan-package-varanasi,/en/packages/lolark-shashti-darshan-package-varanasi,1,266,0.004,5.7
https://www.kashitaxi.in/en/city/varanasi/tour-packages/ayodhya-varanasi-tour,/en/city/varanasi/tour-packages/ayodhya-varanasi-tour,1,263,0.004,10.9
https://www.kashitaxi.in/en/city/varanasi/taxi/varanasi-airport-to-mirzapur-vindhyachal-taxi,/en/city/varanasi/taxi/varanasi-airport-to-mirzapur-vindhyachal-taxi,1,248,0.004,8.9
https://www.kashitaxi.in/hi/city/varanasi/taxi/varanasi-airport-to-banaras-railway-station-taxi,/hi/city/varanasi/taxi/varanasi-airport-to-banaras-railway-station-taxi,1,236,0.004,6.8
https://www.kashitaxi.in/hi/city/varanasi/taxi/varanasi-airport-to-mirzapur-vindhyachal-taxi,/hi/city/varanasi/taxi/varanasi-airport-to-mirzapur-vindhyachal-taxi,1,230,0.004,8.6
https://www.kashitaxi.in/hi/how-many-days-in-varanasi,/hi/how-many-days-in-varanasi,1,229,0.004,6.1
https://www.kashitaxi.in/en/services/kashi-vishwanath-sugam-darshan-price-booking,/en/services/kashi-vishwanath-sugam-darshan-price-booking,1,206,0.005,13.1
https://www.kashitaxi.in/en/packages/varanasi-tour-package,/en/packages/varanasi-tour-package,1,206,0.005,20.6
https://www.kashitaxi.in/en/city/varanasi/taxi/varanasi-airport-transfer-guide,/en/city/varanasi/taxi/varanasi-airport-transfer-guide,1,202,0.005,14.3
https://www.kashitaxi.in/en/city/varanasi/taxi/varanasi-airport-to-jaunpur-taxi,/en/city/varanasi/taxi/varanasi-airport-to-jaunpur-taxi,1,199,0.005,8.2
https://www.kashitaxi.in/en/varanasi-to-chitrakoot-tempo-traveller,/en/varanasi-to-chitrakoot-tempo-traveller,1,186,0.005,8.7
https://www.kashitaxi.in/en/city/lucknow/taxi/lucknow-to-varanasi-taxi,/en/city/lucknow/taxi/lucknow-to-varanasi-taxi,1,175,0.006,7.1
https://www.kashitaxi.in/hi/varanasi-to-bodhgaya-taxi-cost,/hi/varanasi-to-bodhgaya-taxi-cost,1,168,0.006,7.1
https://www.kashitaxi.in/hi/city/varanasi/taxi/varanasi-airport-to-manikarnika-taxi,/hi/city/varanasi/taxi/varanasi-airport-to-manikarnika-taxi,1,165,0.006,6.7
https://www.kashitaxi.in/hi/city/varanasi/food/malaiyo-varanasi-guide,/hi/city/varanasi/food/malaiyo-varanasi-guide,1,145,0.006999999999999999,8.0
https://www.kashitaxi.in/hi/varanasi-airport-taxi-price-guide,/hi/varanasi-airport-taxi-price-guide,1,143,0.006999999999999999,7.8
https://www.kashitaxi.in/en/tempo-traveller-varanasi,/en/tempo-traveller-varanasi,1,137,0.006999999999999999,6.5
https://www.kashitaxi.in/en/city/varanasi/taxi/varanasi-airport-to-sarnath-taxi,/en/city/varanasi/taxi/varanasi-airport-to-sarnath-taxi,1,136,0.006999999999999999,7.3
https://www.kashitaxi.in/en/city/varanasi/tour-packages/varanasi-2-day-tour,/en/city/varanasi/tour-packages/varanasi-2-day-tour,1,132,0.008,11.2
https://www.kashitaxi.in/en/city/agra/taxi/varanasi-to-agra-taxi,/en/city/agra/taxi/varanasi-to-agra-taxi,1,129,0.008,7.7
https://www.kashitaxi.in/en/city/varanasi/taxi/varanasi-airport-to-dashashwamedh-taxi,/en/city/varanasi/taxi/varanasi-airport-to-dashashwamedh-taxi,1,125,0.008,5.7
https://www.kashitaxi.in/en/city/varanasi/events/siberian-birds-winter-events-varanasi,/en/city/varanasi/events/siberian-birds-winter-events-varanasi,1,122,0.008,5.8
https://www.kashitaxi.in/hi/packages/shradh-pind-daan-package-varanasi,/hi/packages/shradh-pind-daan-package-varanasi,1,118,0.008,8.3
https://www.kashitaxi.in/hi/city/varanasi/taxi/varanasi-airport-to-kashi-vishwanath-taxi,/hi/city/varanasi/taxi/varanasi-airport-to-kashi-vishwanath-taxi,1,115,0.009000000000000001,7.9
https://www.kashitaxi.in/en/sawan-kashi-vishwanath-crowd-survival-sugam-darshan-2026,/en/sawan-kashi-vishwanath-crowd-survival-sugam-darshan-2026,1,113,0.009000000000000001,6.5
